Name,Day,Time,Weather Conditions,Temperature Category,Temperature,Temperature Scale,Rain
Honolulu,Tuesday,01:50:00,Passing clouds,Warm,77,Fahrenheit,No Rain
Stanley,Tuesday,08:50:00,Partly cloudy,Chilly,37,Fahrenheit,No Rain
Houston,Tuesday,06:50:00,Passing clouds,Warm,79,Fahrenheit,No Rain
Stockholm,Tuesday,13:50:00,Scattered clouds,Mild,63,Fahrenheit,No Rain
Hovd,Tuesday,18:50:00,Partly sunny,Pleasantly warm,78,Fahrenheit,No Rain
Surabaya,Tuesday,18:50:00,Clear,Warm,84,Fahrenheit,No Rain
Indianapolis,Tuesday,07:50:00,Clear,Mild,65,Fahrenheit,No Rain
Suva,Tuesday,23:50:00,Overcast,Mild,71,Fahrenheit,No Rain
Indore,Tuesday,17:20:00,Partly sunny,Warm,86,Fahrenheit,No Rain
Suzhou,Tuesday,19:50:00,Passing clouds,Warm,79,Fahrenheit,No Rain
Inuvik,Tuesday,05:50:00,Light snow. Mostly cloudy,Chilly,36,Fahrenheit,No Rain
Sydney,Tuesday,21:50:00,Overcast,Cool,59,Fahrenheit,No Rain
Irkutsk,Tuesday,19:50:00,Overcast,Mild,66,Fahrenheit,No Rain
Taipei,Tuesday,19:50:00,Passing clouds,Warm,81,Fahrenheit,No Rain
Islamabad,Tuesday,16:50:00,Overcast,Warm,79,Fahrenheit,No Rain
Tallinn,Tuesday,14:50:00,Sunny,Refreshingly cool,61,Fahrenheit,No Rain
Istanbul,Tuesday,14:50:00,Broken clouds,Mild,72,Fahrenheit,No Rain
Tarawa,Tuesday,23:50:00,Passing clouds,Warm,83,Fahrenheit,No Rain
Ittoqqortoormiit,Tuesday,10:50:00,Sunny,Chilly,36,Fahrenheit,No Rain
Tashkent,Tuesday,16:50:00,Sunny,Pleasantly warm,85,Fahrenheit,No Rain
Izhevsk,Tuesday,15:50:00,Partly sunny,Mild,66,Fahrenheit,No Rain
Tbilisi,Tuesday,15:50:00,Sunny,Warm,83,Fahrenheit,No Rain
Jackson,Tuesday,06:50:00,Clear,Mild,73,Fahrenheit,No Rain
Tegucigalpa,Tuesday,05:50:00,Passing clouds,Mild,70,Fahrenheit,No Rain
Jakarta,Tuesday,18:50:00,Passing clouds,Warm,84,Fahrenheit,No Rain
Tehran,Tuesday,15:20:00,Passing clouds,Hot,91,Fahrenheit,No Rain
Jayapura,Tuesday,20:50:00,Overcast,Warm,82,Fahrenheit,No Rain
Tel Aviv,Tuesday,14:50:00,Sunny,Hot,91,Fahrenheit,No Rain
Jerusalem,Tuesday,14:50:00,No Weather Condition Given,Pleasantly warm,89,Fahrenheit,Unknown
Thiruvananthapuram,Tuesday,17:20:00,Scattered clouds,Warm,86,Fahrenheit,No Rain
Johannesburg,Tuesday,13:50:00,Sunny,Mild,73,Fahrenheit,No Rain
Tijuana,Tuesday,04:50:00,Overcast,Mild,68,Fahrenheit,No Rain
Juneau,Tuesday,03:50:00,Passing clouds,Quite cool,42,Fahrenheit,No Rain
Tiksi,Tuesday,20:50:00,Overcast,Chilly,40,Fahrenheit,No Rain
Kaliningrad,Tuesday,13:50:00,Partly sunny,Mild,64,Fahrenheit,No Rain
Tirana,Tuesday,13:50:00,Partly sunny,Pleasantly warm,84,Fahrenheit,No Rain
Kampala,Tuesday,14:50:00,Partly sunny,Warm,82,Fahrenheit,No Rain
Tokyo,Tuesday,20:50:00,Sprinkles. Overcast,Warm,77,Fahrenheit,Rain
Kangerlussuaq,Tuesday,10:50:00,Partly sunny,Quite cool,45,Fahrenheit,No Rain
Topeka,Tuesday,06:50:00,Passing clouds,Warm,79,Fahrenheit,No Rain
Kansas City,Tuesday,06:50:00,Clear,Warm,82,Fahrenheit,No Rain
Toronto,Tuesday,07:50:00,Partly sunny,Mild,63,Fahrenheit,No Rain
Karachi,Tuesday,16:50:00,Partly sunny,Extremely hot,93,Fahrenheit,No Rain
Tórshavn,Tuesday,12:50:00,Drizzle. Partly sunny,Cool,48,Fahrenheit,No Rain
Kathmandu,Tuesday,17:35:00,Scattered clouds,Warm,79,Fahrenheit,No Rain
Tromsø,Tuesday,13:50:00,Sunny,Cool,54,Fahrenheit,No Rain
Kazan,Tuesday,14:50:00,Passing clouds,Mild,63,Fahrenheit,No Rain
Tunis,Tuesday,12:50:00,Scattered clouds,Pleasantly warm,88,Fahrenheit,No Rain
Kemi,Tuesday,14:50:00,Passing clouds,Refreshingly cool,57,Fahrenheit,No Rain
Ufa,Tuesday,16:50:00,Passing clouds,Mild,70,Fahrenheit,No Rain
Khatanga,Tuesday,18:50:00,Overcast,Quite cool,42,Fahrenheit,No Rain
Ulaanbaatar,Tuesday,19:50:00,Scattered clouds,Refreshingly cool,59,Fahrenheit,No Rain
Kigali,Tuesday,13:50:00,Partly sunny,Pleasantly warm,84,Fahrenheit,No Rain
Unalaska,Tuesday,03:50:00,Passing clouds,Cool,52,Fahrenheit,No Rain
Kingston,Tuesday,06:50:00,No Weather Condition Given,Warm,84,Fahrenheit,Unknown
Ürümqi,Tuesday,19:50:00,Passing clouds,Hot,90,Fahrenheit,No Rain
Kingstown,Tuesday,07:50:00,Passing clouds,Warm,82,Fahrenheit,No Rain
Vaduz,Tuesday,13:50:00,Passing clouds,Mild,70,Fahrenheit,No Rain
Kinshasa,Tuesday,12:50:00,Clear,Warm,86,Fahrenheit,No Rain
Valletta,Tuesday,13:50:00,Passing clouds,Warm,77,Fahrenheit,No Rain
Kiritimati,Wednesday,01:50:00,Partly cloudy,Warm,82,Fahrenheit,No Rain
Vancouver,Tuesday,04:50:00,Mostly cloudy,Cool,57,Fahrenheit,No Rain
Knoxville,Tuesday,07:50:00,Passing clouds,Mild,69,Fahrenheit,No Rain
Varanasi,Tuesday,17:20:00,Partly sunny,Hot,92,Fahrenheit,No Rain
Kobe,Tuesday,20:50:00,Sprinkles. Partly cloudy,Mild,73,Fahrenheit,Rain
Vatican City,Tuesday,13:50:00,Sunny,Pleasantly warm,86,Fahrenheit,No Rain
Kolkata,Tuesday,17:20:00,Broken clouds,Warm,88,Fahrenheit,No Rain
Veracruz,Tuesday,05:50:00,Passing clouds,Warm,79,Fahrenheit,No Rain
Komsomolsk-on-Amur,Tuesday,21:50:00,Overcast,Cool,62,Fahrenheit,No Rain
Verkhoyansk,Tuesday,21:50:00,Overcast,Quite cool,44,Fahrenheit,No Rain
Krasnoyarsk,Tuesday,18:50:00,Overcast,Cool,60,Fahrenheit,No Rain
Victoria,Tuesday,15:50:00,Partly sunny,Warm,79,Fahrenheit,No Rain
Kuala Lumpur,Tuesday,19:50:00,Haze,Warm,88,Fahrenheit,No Rain
Vienna,Tuesday,13:50:00,Passing clouds,Mild,72,Fahrenheit,No Rain
Kuujjuaq,Tuesday,07:50:00,Partly sunny,Cool,46,Fahrenheit,No Rain
Vientiane,Tuesday,18:50:00,Drizzle. Mostly cloudy,Mild,75,Fahrenheit,No Rain
Kuwait City,Tuesday,14:50:00,Sunny,Extremely hot,109,Fahrenheit,No Rain
Vilnius,Tuesday,14:50:00,Broken clouds,Mild,63,Fahrenheit,No Rain
Kyiv,Tuesday,14:50:00,Scattered clouds,Mild,66,Fahrenheit,No Rain
Vladivostok,Tuesday,21:50:00,Passing clouds,Mild,64,Fahrenheit,No Rain
Kyoto,Tuesday,20:50:00,Sprinkles. Partly cloudy,Mild,73,Fahrenheit,Rain
Wake Island,Tuesday,23:50:00,Rain. Fog,Warm,80,Fahrenheit,Rain
La Paz (Bolivia),Tuesday,07:50:00,Clear,Chilly,29,Fahrenheit,No Rain
Warsaw,Tuesday,13:50:00,Partly sunny,Mild,63,Fahrenheit,No Rain
Lagos,Tuesday,12:50:00,Partly sunny,Warm,88,Fahrenheit,No Rain
Washington DC,Tuesday,07:50:00,Passing clouds,Cool,59,Fahrenheit,No Rain
Lahore,Tuesday,16:50:00,Broken clouds,Hot,90,Fahrenheit,No Rain
Wellington,Tuesday,23:50:00,Passing clouds,Cool,55,Fahrenheit,No Rain
Las Vegas,Tuesday,04:50:00,Clear,Pleasantly warm,81,Fahrenheit,No Rain
Whitehorse,Tuesday,04:50:00,Fog,Chilly,36,Fahrenheit,No Rain
Libreville,Tuesday,12:50:00,Partly sunny,Warm,81,Fahrenheit,No Rain
Winnipeg,Tuesday,06:50:00,No Weather Condition Given,Cool,52,Fahrenheit,Unknown
Lilongwe,Tuesday,13:50:00,Sunny,Pleasantly warm,81,Fahrenheit,No Rain
Yakutsk,Tuesday,20:50:00,Passing clouds,Chilly,32,Fahrenheit,No Rain
Lima,Tuesday,06:50:00,Passing clouds,Mild,69,Fahrenheit,No Rain
Yangon,Tuesday,18:20:00,Partly sunny,Warm,82,Fahrenheit,No Rain
Lincoln,Tuesday,06:50:00,Rain. Fog,Mild,70,Fahrenheit,Rain
Yaoundé,Tuesday,12:50:00,Partly sunny,Warm,84,Fahrenheit,No Rain
Lisbon,Tuesday,12:50:00,Passing clouds,Warm,77,Fahrenheit,No Rain
Yekaterinburg,Tuesday,16:50:00,Partly sunny,Cool,59,Fahrenheit,No Rain
Little Rock,Tuesday,06:50:00,Passing clouds,Mild,76,Fahrenheit,No Rain
Yellowknife,Tuesday,05:50:00,Passing clouds,Chilly,39,Fahrenheit,No Rain
Ljubljana,Tuesday,13:50:00,Passing clouds,Mild,72,Fahrenheit,No Rain
Yerevan,Tuesday,15:50:00,Sunny,Pleasantly warm,85,Fahrenheit,No Rain
Lomé,Tuesday,11:50:00,Passing clouds,Warm,84,Fahrenheit,No Rain
Yokohama,Tuesday,20:50:00,Partly cloudy,Warm,79,Fahrenheit,No Rain
London,Tuesday,12:50:00,Partly sunny,Mild,72,Fahrenheit,No Rain
Yuzhno-Sakhalinsk,Tuesday,22:50:00,Clear,Cool,46,Fahrenheit,No Rain
Longyearbyen,Tuesday,13:50:00,Passing clouds,Chilly,36,Fahrenheit,No Rain
Zagreb,Tuesday,13:50:00,Passing clouds,Warm,77,Fahrenheit,No Rain
Los Angeles,Tuesday,04:50:00,Overcast,Mild,71,Fahrenheit,No Rain
Zürich,Tuesday,13:50:00,Passing clouds,Warm,77,Fahrenheit,No Rain
Louisville,Tuesday,07:50:00,Passing clouds,Mild,65,Fahrenheit,No Rain
